DATE,TWEXB
2017-07-12,121.4702
2017-07-19,120.1191
2017-07-26,119.5165
2017-08-02,119.1489
2017-08-09,119.4499
2017-08-16,119.3852
2017-08-23,119.027
2017-08-30,118.4013
2017-09-06,117.9174
2017-09-13,117.1264
2017-09-20,117.5858
2017-09-27,118.4992
2017-10-04,119.4394
2017-10-11,119.6102
2017-10-18,119.6582
2017-10-25,120.2424
2017-11-01,120.9956
2017-11-08,120.8868
2017-11-15,120.7148
2017-11-22,120.0863
2017-11-29,119.2132
2017-12-06,119.5462
2017-12-13,120.3095
2017-12-20,120.0758
2017-12-27,119.9826
2018-01-03,118.9353
2018-01-10,118.5163
2018-01-17,117.5819
2018-01-24,116.6464
2018-01-31,115.5472
2018-02-07,116.6015
2018-02-14,118.0676
2018-02-21,117.4603
2018-02-28,118.0533
2018-03-07,118.3271
2018-03-14,118.062
2018-03-21,118.4503
2018-03-28,117.6958
2018-04-04,117.7022
2018-04-11,117.668
2018-04-18,117.3414
2018-04-25,118.8137
2018-05-02,119.8749
2018-05-09,120.9512
2018-05-16,121.0726
2018-05-23,121.9337
2018-05-30,122.1642
2018-06-06,122.3785
2018-06-13,122.6252
2018-06-20,123.9166
2018-06-27,124.1925
2018-07-04,124.5214
2018-07-11,123.617
2018-07-18,124.0014
2018-07-25,124.4588
2018-08-01,123.9161
2018-08-08,124.3007
2018-08-15,125.7763
2018-08-22,125.7455
2018-08-29,125.4592
